episode_index,source_prefix,source_episode_index,length,dataset_from_index,dataset_to_index,archive_key,archive_url
1763,target/atomic/CoffeeSetupMug/20250813,243,228,481533,481761,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1764,target/atomic/CoffeeSetupMug/20250813,244,229,481761,481990,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1765,target/atomic/CoffeeSetupMug/20250813,245,175,481990,482165,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1766,target/atomic/CoffeeSetupMug/20250813,246,231,482165,482396,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1767,target/atomic/CoffeeSetupMug/20250813,247,229,482396,482625,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1768,target/atomic/CoffeeSetupMug/20250813,248,202,482625,482827,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1769,target/atomic/CoffeeSetupMug/20250813,249,179,482827,483006,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1770,target/atomic/CoffeeSetupMug/20250813,250,194,483006,483200,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1771,target/atomic/CoffeeSetupMug/20250813,251,263,483200,483463,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1772,target/atomic/CoffeeSetupMug/20250813,252,190,483463,483653,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1773,target/atomic/CoffeeSetupMug/20250813,253,191,483653,483844,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1774,target/atomic/CoffeeSetupMug/20250813,254,253,483844,484097,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1775,target/atomic/CoffeeSetupMug/20250813,255,296,484097,484393,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1776,target/atomic/CoffeeSetupMug/20250813,256,261,484393,484654,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1777,target/atomic/CoffeeSetupMug/20250813,257,218,484654,484872,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1778,target/atomic/CoffeeSetupMug/20250813,258,232,484872,485104,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1779,target/atomic/CoffeeSetupMug/20250813,259,185,485104,485289,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1780,target/atomic/CoffeeSetupMug/20250813,260,182,485289,485471,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1781,target/atomic/CoffeeSetupMug/20250813,261,276,485471,485747,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1782,target/atomic/CoffeeSetupMug/20250813,262,239,485747,485986,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1783,target/atomic/CoffeeSetupMug/20250813,263,242,485986,486228,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1784,target/atomic/CoffeeSetupMug/20250813,264,205,486228,486433,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1785,target/atomic/CoffeeSetupMug/20250813,265,194,486433,486627,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1786,target/atomic/CoffeeSetupMug/20250813,266,274,486627,486901,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1787,target/atomic/CoffeeSetupMug/20250813,267,220,486901,487121,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1788,target/atomic/CoffeeSetupMug/20250813,268,206,487121,487327,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1789,target/atomic/CoffeeSetupMug/20250813,269,191,487327,487518,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1790,target/atomic/CoffeeSetupMug/20250813,270,207,487518,487725,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1791,target/atomic/CoffeeSetupMug/20250813,271,216,487725,487941,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1792,target/atomic/CoffeeSetupMug/20250813,272,412,487941,488353,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1793,target/atomic/CoffeeSetupMug/20250813,273,235,488353,488588,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1794,target/atomic/CoffeeSetupMug/20250813,274,299,488588,488887,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1795,target/atomic/CoffeeSetupMug/20250813,275,222,488887,489109,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1796,target/atomic/CoffeeSetupMug/20250813,276,206,489109,489315,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1797,target/atomic/CoffeeSetupMug/20250813,277,246,489315,489561,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1798,target/atomic/CoffeeSetupMug/20250813,278,266,489561,489827,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1799,target/atomic/CoffeeSetupMug/20250813,279,246,489827,490073,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1800,target/atomic/CoffeeSetupMug/20250813,280,182,490073,490255,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1801,target/atomic/CoffeeSetupMug/20250813,281,227,490255,490482,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1802,target/atomic/CoffeeSetupMug/20250813,282,192,490482,490674,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1803,target/atomic/CoffeeSetupMug/20250813,283,204,490674,490878,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1804,target/atomic/CoffeeSetupMug/20250813,284,253,490878,491131,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1805,target/atomic/CoffeeSetupMug/20250813,285,207,491131,491338,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1806,target/atomic/CoffeeSetupMug/20250813,286,375,491338,491713,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1807,target/atomic/CoffeeSetupMug/20250813,287,259,491713,491972,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1808,target/atomic/CoffeeSetupMug/20250813,288,186,491972,492158,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1809,target/atomic/CoffeeSetupMug/20250813,289,282,492158,492440,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1810,target/atomic/CoffeeSetupMug/20250813,290,209,492440,492649,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1811,target/atomic/CoffeeSetupMug/20250813,291,230,492649,492879,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1812,target/atomic/CoffeeSetupMug/20250813,292,299,492879,493178,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1813,target/atomic/CoffeeSetupMug/20250813,293,257,493178,493435,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1814,target/atomic/CoffeeSetupMug/20250813,294,295,493435,493730,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1815,target/atomic/CoffeeSetupMug/20250813,295,181,493730,493911,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1816,target/atomic/CoffeeSetupMug/20250813,296,234,493911,494145,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1817,target/atomic/CoffeeSetupMug/20250813,297,192,494145,494337,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1818,target/atomic/CoffeeSetupMug/20250813,298,191,494337,494528,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1819,target/atomic/CoffeeSetupMug/20250813,299,225,494528,494753,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1820,target/atomic/CoffeeSetupMug/20250813,300,262,494753,495015,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1821,target/atomic/CoffeeSetupMug/20250813,301,211,495015,495226,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1822,target/atomic/CoffeeSetupMug/20250813,302,242,495226,495468,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1823,target/atomic/CoffeeSetupMug/20250813,303,237,495468,495705,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1824,target/atomic/CoffeeSetupMug/20250813,304,220,495705,495925,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1825,target/atomic/CoffeeSetupMug/20250813,305,242,495925,496167,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1826,target/atomic/CoffeeSetupMug/20250813,306,184,496167,496351,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1827,target/atomic/CoffeeSetupMug/20250813,307,232,496351,496583,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1828,target/atomic/CoffeeSetupMug/20250813,308,192,496583,496775,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1829,target/atomic/CoffeeSetupMug/20250813,309,209,496775,496984,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1830,target/atomic/CoffeeSetupMug/20250813,310,223,496984,497207,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1831,target/atomic/CoffeeSetupMug/20250813,311,208,497207,497415,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1832,target/atomic/CoffeeSetupMug/20250813,312,173,497415,497588,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1833,target/atomic/CoffeeSetupMug/20250813,313,267,497588,497855,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1834,target/atomic/CoffeeSetupMug/20250813,314,239,497855,498094,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1835,target/atomic/CoffeeSetupMug/20250813,315,249,498094,498343,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1836,target/atomic/CoffeeSetupMug/20250813,316,242,498343,498585,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1837,target/atomic/CoffeeSetupMug/20250813,317,231,498585,498816,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1838,target/atomic/CoffeeSetupMug/20250813,318,206,498816,499022,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1839,target/atomic/CoffeeSetupMug/20250813,319,193,499022,499215,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1840,target/atomic/CoffeeSetupMug/20250813,320,321,499215,499536,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1841,target/atomic/CoffeeSetupMug/20250813,321,186,499536,499722,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1842,target/atomic/CoffeeSetupMug/20250813,322,293,499722,500015,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1843,target/atomic/CoffeeSetupMug/20250813,323,298,500015,500313,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1844,target/atomic/CoffeeSetupMug/20250813,324,230,500313,500543,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1845,target/atomic/CoffeeSetupMug/20250813,325,207,500543,500750,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1846,target/atomic/CoffeeSetupMug/20250813,326,222,500750,500972,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1847,target/atomic/CoffeeSetupMug/20250813,327,201,500972,501173,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1848,target/atomic/CoffeeSetupMug/20250813,328,198,501173,501371,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1849,target/atomic/CoffeeSetupMug/20250813,329,258,501371,501629,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1850,target/atomic/CoffeeSetupMug/20250813,330,322,501629,501951,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1851,target/atomic/CoffeeSetupMug/20250813,331,251,501951,502202,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1852,target/atomic/CoffeeSetupMug/20250813,332,337,502202,502539,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1853,target/atomic/CoffeeSetupMug/20250813,333,307,502539,502846,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1854,target/atomic/CoffeeSetupMug/20250813,334,207,502846,503053,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1855,target/atomic/CoffeeSetupMug/20250813,335,319,503053,503372,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1856,target/atomic/CoffeeSetupMug/20250813,336,265,503372,503637,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1857,target/atomic/CoffeeSetupMug/20250813,337,193,503637,503830,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1858,target/atomic/CoffeeSetupMug/20250813,338,210,503830,504040,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1859,target/atomic/CoffeeSetupMug/20250813,339,234,504040,504274,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1860,target/atomic/CoffeeSetupMug/20250813,340,216,504274,504490,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1861,target/atomic/CoffeeSetupMug/20250813,341,204,504490,504694,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1862,target/atomic/CoffeeSetupMug/20250813,342,217,504694,504911,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1863,target/atomic/CoffeeSetupMug/20250813,343,221,504911,505132,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1864,target/atomic/CoffeeSetupMug/20250813,344,245,505132,505377,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1865,target/atomic/CoffeeSetupMug/20250813,345,250,505377,505627,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1866,target/atomic/CoffeeSetupMug/20250813,346,231,505627,505858,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1867,target/atomic/CoffeeSetupMug/20250813,347,268,505858,506126,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1868,target/atomic/CoffeeSetupMug/20250813,348,239,506126,506365,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1869,target/atomic/CoffeeSetupMug/20250813,349,295,506365,506660,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1870,target/atomic/CoffeeSetupMug/20250813,350,289,506660,506949,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1871,target/atomic/CoffeeSetupMug/20250813,351,170,506949,507119,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1872,target/atomic/CoffeeSetupMug/20250813,352,249,507119,507368,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1873,target/atomic/CoffeeSetupMug/20250813,353,168,507368,507536,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1874,target/atomic/CoffeeSetupMug/20250813,354,185,507536,507721,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1875,target/atomic/CoffeeSetupMug/20250813,355,284,507721,508005,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1876,target/atomic/CoffeeSetupMug/20250813,356,177,508005,508182,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1877,target/atomic/CoffeeSetupMug/20250813,357,274,508182,508456,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1878,target/atomic/CoffeeSetupMug/20250813,358,252,508456,508708,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1879,target/atomic/CoffeeSetupMug/20250813,359,207,508708,508915,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1880,target/atomic/CoffeeSetupMug/20250813,360,238,508915,509153,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1881,target/atomic/CoffeeSetupMug/20250813,361,232,509153,509385,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1882,target/atomic/CoffeeSetupMug/20250813,362,189,509385,509574,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
